Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2022-05-13 15:44:10,false,"Turku Pyöräily","23,76","460","01:09:34","112","137","2,3","--","--","20,5","40,7","127","104","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","20:12.53","3","26,0","01:06:32","01:09:34","19","63"
Cycling,2022-05-13 06:20:08,false,"Rusko Pyöräily","24,28","477","01:06:44","117","153","2,6","--","--","21,8","31,8","87","117","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","00:28.40","4","27,0","01:05:20","01:06:44","16","69"
Cycling,2022-05-10 16:47:52,false,"Turku Pyöräily","23,86","582","01:02:13","129","154","3,6","--","--","23,0","42,1","125","85","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","25,0","0:00","No","18:31.18","3","27,0","01:00:11","01:02:13","20","75"
Cycling,2022-05-10 06:57:19,false,"Rusko Pyöräily","23,76","533","01:11:08","119","152","3,0","--","--","20,0","31,6","89","117","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","22:36.16","3","27,0","01:08:46","01:11:08","5","56"
Cycling,2022-05-08 07:53:17,false,"Rusko Pyöräily","7,98","213","00:27:42","114","143","2,3","--","--","17,3","26,5","25","44","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","27:42.12","1","27,0","00:25:24","00:27:42","28","40"
Cycling,2022-05-06 06:54:58,false,"Rusko Pyöräily","16,08","316","00:43:28","114","142","2,2","--","--","22,2","41,1","79","83","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","21:27.12","2","28,0","00:43:12","00:43:28","35","63"
Cycling,2022-05-03 06:56:42,false,"Rusko Pyöräily","16,03","337","00:43:55","115","141","2,6","--","--","21,9","41,2","85","89","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","21:53.22","2","28,0","00:43:49","00:43:55","43","72"
Cycling,2022-04-29 07:01:19,false,"Rusko Pyöräily","16,05","357","00:44:39","117","141","3,0","--","--","21,6","41,3","82","85","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","13,0","0:00","No","22:00.02","2","28,0","00:43:30","00:44:39","48","75"
Cycling,2022-04-25 16:53:05,false,"Turku Pyöräily","23,89","528","01:20:31","113","132","2,6","--","--","17,8","40,1","121","104","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","22:45.08","3","27,0","01:13:16","01:20:31","27","69"
Cycling,2022-04-25 06:54:14,false,"Rusko Pyöräily","23,83","439","01:08:46","111","140","2,3","--","--","20,8","32,6","91","117","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","20:54.10","3","27,0","01:05:03","01:08:46","21","70"
Cycling,2022-04-24 11:37:04,false,"Rusko Pyöräily","20,58","394","01:24:05","96","128","1,5","--","--","14,7","35,7","99","102","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","13:36.94","3","27,0","01:09:12","01:24:05","56","74"
Cycling,2022-04-21 17:25:56,false,"Turku Pyöräily","26,45","726","01:26:59","127","148","3,3","--","--","18,2","36,1","152","131","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","08:33.27","4","26,0","01:24:05","01:44:31","75","118"
Cycling,2022-04-21 07:10:02,false,"Rusko Pyöräily","23,68","607","01:03:32","129","153","3,9","--","--","22,4","35,4","87","255","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","19:54.17","3","28,0","01:00:42","01:03:38","68","121"
Cycling,2022-04-19 17:22:44,false,"Turku Pyöräily","23,69","604","01:14:09","123","147","3,0","--","--","19,2","35,6","122","99","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","23:23.39","3","26,0","01:12:20","01:14:09","72","116"
Cycling,2022-04-19 07:10:26,false,"Rusko Pyöräily","23,67","531","01:15:04","117","145","2,9","--","--","18,9","33,2","88","122","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","14,0","0:00","No","21:25.71","3","26,0","01:05:55","01:15:04","14","69"
Indoor Cycling,2022-02-17 19:13:28,false,"Sisäpyöräily","0,00","294","00:31:05","127","151","2,9","--","--","--","--","--","--","0,00","0,0","0,0","0","67","108","0,0","0","0","0,0","0,0","1982","0","0","0","0:00","27,0","0:00","No","31:04.66","1","29,0","00:00:00","00:31:09","115","132"
Cycling,2021-09-08 17:16:31,false,"Turku Pyöräily","23,74","632","01:11:40","140","189","4,1","--","--","19,9","41,0","115","92","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","22:36.37","3","24,0","01:10:12","01:11:40","33","77"
Cycling,2021-09-08 06:52:57,false,"Rusko Pyöräily","23,67","453","01:05:38","127","162","2,6","--","--","21,6","32,4","93","113","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","21:05.18","3","28,0","01:03:58","01:05:38","26","72"
Cycling,2021-08-27 06:55:30,false,"Rusko Pyöräily","16,03","343","00:41:46","132","155","3,0","--","--","23,0","36,3","83","84","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","19:16.87","2","28,0","00:41:46","00:41:46","47","72"
Indoor Cycling,2021-08-23 15:59:03,false,"Sisäpyöräily","0,00","315","01:14:02","109","149","2,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","27,0","0:00","No","01:14:01.65","1","31,0","00:00:00","01:14:02","56","66"
Cycling,2021-08-17 07:36:05,false,"Rusko Pyöräily","16,04","249","00:40:43","117","132","2,1","--","--","23,6","42,8","88","90","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","20:19.41","2","29,0","00:40:40","00:40:43","46","71"
Cycling,2021-08-12 07:24:43,false,"Rusko PyÃ¶rÃ¤ily","16,03","269","00:42:16","120","139","2,1","--","--","22,8","41,1","85","86","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","20:38.31","2","28,0","00:41:35","00:42:16","45","72"
Cycling,2021-07-26 14:13:02,false,"Brändö Pyöräily","3,29","49","00:17:16","83","104","1,0","--","--","11,4","24,1","20","19","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","31,0","0:00","No","17:15.66","1","33,0","00:15:16","00:17:16","-5","3"
Cycling,2021-07-26 12:40:28,false,"Brändö Pyöräily","1,59","57","00:14:35","93","137","1,1","--","--","6,5","21,2","9","65","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","28,0","0:00","No","14:34.63","1","32,0","00:07:30","00:35:50","-7","-1"
Cycling,2021-07-26 09:38:12,false,"Brändö Pyöräily","17,86","258","01:25:00","88","166","1,7","--","--","12,6","30,4","113","118","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","26,0","0:00","No","06:44.07","3","32,0","01:06:53","02:06:36","-9","4"
Cycling,2021-07-25 19:40:49,false,"Pyöräily","13,72","425","01:50:28","101","129","1,3","--","--","7,5","27,1","83","81","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","24,0","0:00","No","22:19.76","2","30,0","01:02:53","01:50:28","-12","3"
Cycling,2021-07-25 17:38:37,false,"Kumlinge Pyöräily","8,07","124","00:22:58","110","134","1,4","--","--","21,1","26,7","19","19","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","26,0","0:00","No","00:32.88","2","28,0","00:22:28","00:22:58","-15","-6"
Cycling,2021-07-25 08:06:06,false,"Maarianhamina Pyöräily","45,91","733","03:35:29","95","125","1,2","--","--","12,8","33,5","262","331","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","24,0","0:00","No","25:29.98","6","33,0","02:46:34","07:24:55","-21","17"
Cycling,2021-07-24 09:42:17,false,"Vårdö Pyöräily","59,54","1.003","04:29:21","100","134","1,4","--","--","13,3","41,2","488","484","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","22,0","0:00","No","25:37.75","8","31,0","03:37:59","06:34:36","-22","39"
Cycling,2021-07-23 17:54:15,false,"Vårdö Pyöräily","7,64","234","00:25:31","139","158","2,9","--","--","18,0","27,1","44","41","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","21,0","0:00","No","25:30.77","1","25,0","00:24:52","00:25:31","10","28"
Cycling,2021-06-17 16:53:43,false,"Turku Pyöräily","24,19","326","01:09:29","110","130","1,7","--","--","20,9","43,7","121","92","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","23,0","0:00","No","00:13.44","4","28,0","01:06:57","01:09:29","160","208"
Cycling,2021-06-17 07:36:05,false,"Rusko Pyöräily","23,66","539","01:05:21","136","157","3,0","--","--","21,7","32,4","105","131","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","21:24.07","3","27,0","01:05:20","01:05:21","156","206"
Cycling,2021-06-03 17:05:20,false,"Turku Pyöräily","23,79","357","01:11:21","112","133","1,6","--","--","20,0","42,8","115","88","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","24,0","0:00","No","20:30.79","3","28,0","01:07:13","01:23:29","69","117"
Cycling,2021-06-03 06:33:36,false,"Rusko Pyöräily","23,64","465","01:00:55","132","155","2,9","--","--","23,3","36,1","92","115","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","09:54.35","4","28,0","01:00:21","01:00:55","24","72"
Cycling,2021-06-01 07:02:34,false,"Rusko Pyöräily","16,04","329","00:41:20","130","158","3,0","--","--","23,3","37,0","85","86","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","00:02.09","3","28,0","00:41:18","00:41:20","45","72"
Cycling,2021-05-28 06:52:29,false,"Rusko Pyöräily","16,04","302","00:42:00","125","152","2,2","--","--","22,9","44,0","78","82","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","00:04.89","3","27,0","00:41:59","00:42:00","44","71"
Cycling,2021-05-20 05:59:54,false,"Rusko Pyöräily","16,05","317","00:44:14","127","152","2,6","--","--","21,8","33,8","99","74","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","00:06.34","3","28,0","00:44:02","00:47:18","60","88"
Cycling,2021-05-18 07:13:17,false,"Rusko Pyöräily","16,05","305","00:41:54","124","165","2,8","--","--","23,0","41,1","80","83","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","00:05.30","3","28,0","00:41:52","00:41:54","46","72"
Cycling,2021-05-15 18:59:16,false,"UimaLampi soisalontie Pyöräily","11,50","2","00:35:44","92","104","1,0","--","--","19,3","17,6","34","1","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","00:44.49","1","17,0","00:00:44,5","00:00:44,5","65","69"
Cycling,2021-05-14 06:16:55,false,"Rusko Pyöräily","16,02","288","00:40:19","123","158","2,5","--","--","23,8","42,1","78","81","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","21,0","0:00","No","19:58.76","2","29,0","00:40:16","00:40:25","47","71"
Cycling,2021-05-11 07:06:42,false,"Rusko Pyöräily","16,04","330","00:40:21","132","159","2,9","--","--","23,9","43,6","78","83","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","00:06.73","3","28,0","00:40:21","00:40:21","43","69"
Cycling,2021-05-04 06:18:31,false,"Rusko Pyöräily","16,05","349","00:41:37","133","156","3,1","--","--","23,1","40,0","82","79","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","12,0","0:00","No","00:06.67","3","28,0","00:41:25","00:42:14","49","75"
Cycling,2021-05-03 07:17:38,false,"Rusko Pyöräily","16,03","334","00:42:09","129","151","3,0","--","--","22,8","38,6","88","85","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","13,0","0:00","No","20:07.33","2","28,0","00:42:00","00:42:16","48","72"
Cycling,2021-04-29 06:52:20,false,"Rusko Pyöräily","16,05","295","00:42:30","123","158","2,2","--","--","22,7","39,6","86","86","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","9,0","0:00","No","00:12.83","3","25,0","00:42:21","00:43:15","46","72"
Cycling,2021-04-21 16:25:16,false,"Rusko Pyöräily","16,47","347","00:44:07","131","152","2,4","--","--","22,4","47,0","94","95","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","01:16.08","3","27,0","00:44:00","00:44:07","54","81"
Cycling,2021-04-21 06:54:14,false,"Rusko Pyöräily","16,05","320","00:43:44","122","146","2,5","--","--","22,0","40,1","86","84","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","13,0","0:00","No","00:04.96","3","28,0","00:43:32","00:43:44","48","74"
Cycling,2021-04-19 17:26:24,false,"Valpperi Pyöräily","14,86","232","00:46:58","110","171","2,5","--","--","19,0","30,1","46","45","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","20:05.78","2","30,0","00:43:37","00:54:45","64","78"
Cycling,2021-04-08 17:32:42,false,"Rusko Pyöräily","20,88","517","01:05:05","135","160","2,8","--","--","19,2","36,0","154","106","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","10,0","0:00","No","15:04.57","3","26,0","01:04:24","01:37:04","38","71"
Cycling,2021-03-27 16:16:34,false,"Rusko Pyöräily","7,69","307","00:28:06","156","185","4,0","--","--","16,4","28,1","26","22","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","28:06.11","1","21,0","00:24:53","00:28:06","61","72"
Cycling,2020-10-01 06:55:26,false,"Rusko Pyöräily","16,16","348","00:42:45","131","158","2,6","--","--","22,7","36,8","74","209","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","00:18.31","3","26,0","00:42:38","00:42:45","89","114"
Cycling,2020-09-30 17:15:33,false,"Turku Pyöräily","23,75","326","01:04:44","112","132","1,7","--","--","22,0","41,3","111","91","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","19:52.81","3","26,0","01:03:10","01:04:44","69","114"
Cycling,2020-09-30 06:57:27,false,"Rusko Pyöräily","23,73","386","01:05:42","118","146","2,1","--","--","21,7","31,8","80","103","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","20:53.95","3","28,0","01:04:20","01:05:42","24","71"
Cycling,2020-09-25 07:02:30,false,"Rusko Pyöräily","16,11","297","00:42:20","125","146","2,1","--","--","22,8","39,6","82","88","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","00:06.40","3","25,0","00:42:16","00:42:20","41","67"
Cycling,2020-09-24 16:34:24,false,"Turku Pyöräily","23,73","418","01:04:24","121","156","2,3","--","--","22,1","43,4","119","98","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","22,0","0:00","No","19:15.36","3","26,0","01:02:02","01:04:24","71","118"
Cycling,2020-09-24 06:55:56,false,"Rusko Pyöräily","23,74","353","01:04:00","117","147","1,9","--","--","22,3","31,6","97","121","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","20:47.62","3","27,0","01:03:12","01:04:00","25","70"
Cycling,2020-09-22 17:14:48,false,"Turku Pyöräily","23,75","357","01:04:54","117","145","2,0","--","--","22,0","42,0","117","94","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","19:31.71","3","24,0","01:02:21","01:04:54","68","116"
Cycling,2020-09-22 06:10:05,false,"Rusko Pyöräily","23,73","437","01:04:48","125","157","2,3","--","--","22,0","31,1","84","108","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","21:03.66","3","27,0","01:03:41","01:04:48","25","70"
Indoor Cycling,2020-09-21 16:23:35,false,"Sisäpyöräily","0,00","276","01:06:46","99","139","1,5","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","26,0","0:00","No","01:06:46.22","1","28,0","00:00:00","01:06:46","59","69"
Cycling,2020-09-20 13:04:02,false,"Rusko Pyöräily","31,00","514","01:29:26","122","194","2,8","--","--","20,8","34,6","157","149","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","16:37.98","4","26,0","01:26:48","02:22:22","37","83"
Cycling,2020-09-18 07:22:16,false,"Rusko Pyöräily","16,14","315","00:44:45","130","161","2,7","--","--","21,6","38,0","83","80","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","12,0","0:00","No","00:15.57","3","26,0","00:44:39","00:44:45","47","73"
Cycling,2020-09-16 16:38:03,false,"Turku Pyöräily","23,85","463","01:11:52","126","156","2,4","--","--","19,9","40,5","129","111","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","12,0","0:00","No","21:28.15","3","25,0","01:08:51","01:17:01","47","88"
Cycling,2020-09-16 06:58:21,false,"Rusko Pyöräily","23,73","448","01:06:14","124","167","2,4","--","--","21,5","31,3","102","118","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","21:18.41","3","26,0","01:04:48","01:06:14","34","73"
Cycling,2020-09-15 17:21:34,false,"Rusko Pyöräily","16,87","215","00:50:17","100","125","1,3","--","--","20,1","32,6","54","59","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","02:15.26","3","28,0","00:46:50","00:59:32","56","68"
Cycling,2020-09-15 07:21:56,false,"Rusko Pyöräily","11,35","186","00:31:08","114","145","1,7","--","--","21,9","39,0","62","64","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","12,0","0:00","No","09:22.91","2","28,0","00:31:06","00:31:08","50","70"
Cycling,2020-09-03 07:18:22,false,"Rusko Pyöräily","16,09","260","00:42:04","117","133","2,0","--","--","23,0","38,0","81","81","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","20:07.07","2","27,0","00:42:02","00:42:04","46","70"
Cycling,2020-09-01 17:25:50,false,"Turku Pyöräily","23,75","399","01:06:29","116","152","2,2","--","--","21,4","41,0","121","101","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","20:15.11","3","26,0","01:04:33","01:06:29","68","111"
Cycling,2020-09-01 06:56:59,false,"Rusko Pyöräily","23,62","439","01:02:52","125","150","2,3","--","--","22,5","32,9","85","111","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","14,0","0:00","No","09:33.25","4","28,0","01:01:11","01:02:52","21","70"
Cycling,2020-08-28 06:53:43,false,"Rusko Pyöräily","16,07","315","00:42:14","127","151","2,1","--","--","22,8","39,6","80","82","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","12,0","0:00","No","21:04.42","2","27,0","00:42:10","00:42:14","44","70"
Cycling,2020-08-27 07:03:43,false,"Rusko Pyöräily","16,12","227","00:42:27","111","130","1,6","--","--","22,8","40,7","83","84","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","11,0","0:00","No","00:14.08","3","26,0","00:42:20","00:42:27","46","71"
Cycling,2020-08-26 17:52:02,false,"Turku Pyöräily","23,76","396","01:09:57","120","148","2,2","--","--","20,4","42,2","127","107","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","21:58.38","3","26,0","01:09:13","01:09:57","26","69"
Cycling,2020-08-26 06:59:20,false,"Rusko Pyöräily","23,66","385","01:02:06","121","154","2,2","--","--","22,9","32,5","86","111","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","13,0","0:00","No","09:15.66","4","26,0","01:00:34","01:02:06","23","71"
Cycling,2020-08-25 17:09:39,false,"Turku Pyöräily","23,73","384","01:05:41","118","145","2,2","--","--","21,7","41,4","120","97","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","19:45.83","3","25,0","01:03:57","01:05:41","71","116"
Cycling,2020-08-25 07:00:51,false,"Rusko Pyöräily","23,64","452","00:59:04","130","165","2,5","--","--","24,0","33,1","97","117","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","14,0","0:00","No","09:30.69","4","26,0","00:58:48","00:59:04","26","69"
Indoor Cycling,2020-08-24 16:20:28,false,"Sisäpyöräily","0,00","418","01:11:31","119","149","2,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","27,0","0:00","No","01:11:31.45","1","32,0","00:00:00","01:13:22","34","42"
Cycling,2020-08-23 10:30:30,false,"Pyöräily","6,00","156","00:20:00","0","0","--","--","--","18,0","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","00:00:00","00:00:00","--","--"
Cycling,2020-08-21 14:52:15,false,"Turku Pyöräily","9,01","175","00:30:28","112","140","1,5","--","--","17,7","31,6","55","43","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","25,0","0:00","No","03:11.51","2","30,0","00:26:35","00:30:28","17","45"
Cycling,2020-08-21 08:05:03,false,"Turku Pyöräily","9,00","17","00:30:03","105","114","1,0","--","--","18,0","26,7","6","3","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","03:03.58","1","22,0","00:02:01","00:03:03,6","27","35"
Cycling,2020-08-20 15:59:36,false,"Turku Pyöräily","23,84","431","01:04:02","126","160","2,4","--","--","22,3","42,9","113","92","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","24,0","0:00","No","19:37.61","3","29,0","01:01:26","01:04:02","25","70"
Cycling,2020-08-20 06:52:39,false,"Rusko Pyöräily","23,70","526","01:02:43","136","187","3,2","--","--","22,7","34,2","86","109","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","19:50.13","3","28,0","01:00:50","01:02:50","25","70"
Cycling,2020-08-19 06:58:46,false,"Rusko Pyöräily","16,17","270","00:50:08","112","136","1,6","--","--","19,3","42,8","69","70","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","00:28.64","3","28,0","00:48:22","00:50:08","46","70"
Cycling,2020-08-18 07:12:18,false,"Rusko Pyöräily","16,13","311","00:46:07","124","151","2,0","--","--","21,0","40,5","76","75","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","00:20.82","3","26,0","00:45:58","00:46:07","45","70"
Cycling,2020-08-17 07:24:18,false,"Rusko Pyöräily","16,07","436","00:59:40","125","159","2,9","--","--","16,2","38,8","80","80","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","21:44.37","2","27,0","00:57:37","00:59:40","46","71"
Cycling,2020-08-15 10:50:37,false,"Rusko Pyöräily","5,79","234","00:55:11","101","136","1,2","--","--","6,3","28,1","23","27","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","24,0","0:00","No","55:10.78","1","28,0","00:26:14","01:44:33","55","76"
Cycling,2020-08-14 14:58:39,false,"Turku Pyöräily","8,80","183","00:28:30","118","134","1,7","--","--","18,5","31,5","56","83","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","25,0","0:00","No","03:04.40","2","28,0","00:26:51","00:38:02","19","48"
Cycling,2020-08-14 08:03:25,false,"Turku Pyöräily","8,81","230","00:28:08","129","170","2,5","--","--","18,8","30,1","37","50","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","03:38.74","2","24,0","00:26:16","00:28:08","12","39"
Cycling,2020-08-12 07:38:16,false,"Rusko Pyöräily","21,53","625","00:58:31","154","191","4,9","--","--","22,1","40,6","108","104","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","13,0","0:00","No","14:51.11","3","26,0","00:58:12","01:13:38","41","73"
Cycling,2020-08-10 09:40:10,false,"Rusko Pyöräily","47,38","731","02:28:50","109","150","2,3","--","--","19,1","43,5","244","461","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","23,0","0:00","No","18:51.38","6","33,0","02:21:01","05:18:19","21","74"
Cycling,2020-08-09 18:58:48,false,"Rusko Pyöräily","7,49","169","00:28:45","112","134","1,6","--","--","15,6","28,9","38","125","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","28:45.43","1","28,0","00:27:53","00:41:41","54","82"
Cycling,2020-08-08 11:35:59,false,"Rusko Pyöräily","1,60","93","00:12:23","121","135","1,6","--","--","7,7","22,5","4","5","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","27,0","0:00","No","12:22.79","1","28,0","00:06:51","00:12:23","60","64"
