Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Bike Cadence,Max Bike Cadence,Avg Speed,Max Speed,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg Bike Cadence,Max Bike Cadence,Training Stress Score®,Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Total Reps,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Cycling,2020-05-10 07:18:20,false,"Rusko Pyöräily","8,01","140","00:28:43","99","124","1,2","--","--","16,7","27,8","23","20","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","14,0","0:00","No","00:00.00","1","26,0","00:26:03","00:28:43","21","36"
Cycling,2020-05-09 10:17:49,false,"Rusko Pyöräily","30,37","484","01:29:37","109","135","2,0","--","--","20,3","38,1","115","124","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","20:46.92","4","26,0","01:27:49","01:29:37","13","52"
Cycling,2020-05-08 07:00:14,false,"Rusko Pyöräily","10,06","207","00:30:15","113","136","1,9","--","--","20,0","39,5","67","49","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","14,0","0:00","No","07:41.97","2","27,0","00:30:05","00:30:15","16","35"
Cycling,2020-05-07 18:57:36,false,"Rusko Pyöräily","19,71","456","00:58:24","118","147","2,6","--","--","20,3","31,0","100","105","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","11,0","0:00","No","09:40.76","3","23,0","00:57:53","00:58:24","16","38"
Cycling,2020-05-07 08:25:17,false,"Rusko Pyöräily","9,00","157","00:34:40","92","127","1,5","--","--","15,6","37,2","45","39","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","08:51.09","2","25,0","00:32:35","00:34:40","18","37"
Road Cycling,2020-05-01 10:21:08,false,"Paattis Kaharintie Rusko Vahto","33,50","158","01:32:08","--","--","--","--","--","21,8","37,1","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","00:08:28","01:32:08","--","--"
Road Cycling,2020-04-30 12:16:38,false,"Paattisille ja takaisin","13,00","60","00:36:36","--","--","--","--","--","21,3","10,1","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","00:02:21","00:36:36","--","--"
Road Cycling,2020-04-29 17:41:24,false,"Valpperiin ja takaisin","15,00","79","00:48:12","--","--","--","--","--","18,7","10,0","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","00:03:48","00:48:12","--","--"
Road Cycling,2020-04-26 11:14:03,false,"Valpperin lenkki","16,00","82","00:50:45","--","--","--","--","--","18,9","7,7","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","0,0","0:00","No","00:00.00","1","0,0","00:03:20","00:50:45","--","--"
Cycling,2020-04-18 11:17:22,false,"Pyöräily","20,04","286","01:11:23","94","124","1,2","--","--","16,8","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","12,0","0:00","No","00:00.00","1","26,0","00:00:00","01:11:23","-85","-62"
Cycling,2020-04-10 11:41:53,false,"Papumäen lenkki","20,04","451","00:58:09","120","149","2,7","--","--","20,7","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","13,0","0:00","No","00:00.00","1","24,0","00:00:00","00:58:09","-30","-10"
Indoor Cycling,2020-02-03 16:23:55,false,"Sisäpyöräily","0,00","277","01:06:34","97","142","2,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","24,0","0:00","No","00:00.00","1","29,0","00:00:00","01:06:34","-14","-4"
Indoor Cycling,2020-01-27 16:20:10,false,"Sisäpyöräily","0,00","545","01:10:41","128","154","3,1","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","23,0","0:00","No","00:00.00","1","31,0","00:00:00","01:10:41","-10","8"
Indoor Cycling,2020-01-20 16:26:12,false,"Salibandy","0,00","329","01:05:28","105","132","1,7","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","24,0","0:00","No","00:00.00","1","30,0","00:00:00","01:05:28","-19","-10"
Cycling,2020-01-04 12:58:50,false,"Rusko Pyöräily","0,08","5","00:04:57,6","54","64","1,0","--","--","1,0","1,6","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","26,0","0:00","No","00:00.00","1","27,0","00:00:00","00:04:57,6","-19","-16"
Cycling,2019-10-22 17:07:21,false,"Turku Pyöräily","23,79","459","01:06:07","118","149","2,3","--","--","21,6","41,3","105","90","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","19:25.60","3","25,0","01:03:45","01:06:07","1","43"
Cycling,2019-10-22 07:07:02,false,"Rusko Pyöräily","23,67","593","01:10:59","131","168","2,8","--","--","20,0","29,9","177","120","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","23:18.79","3","27,0","01:09:51","01:10:59","1","51"
Cycling,2019-10-09 16:30:50,false,"Turku Pyöräily","23,78","529","01:12:43","120","145","2,4","--","--","19,6","38,2","104","97","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","22:11.12","3","26,0","01:07:49","01:12:43","-32","4"
Cycling,2019-10-09 07:03:12,false,"Rusko Pyöräily","23,75","561","01:13:24","123","152","2,6","--","--","19,4","30,6","93","130","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","8,0","0:00","No","21:36.83","3","26,0","01:07:14","01:13:24","-25","31"
Cycling,2019-09-28 18:27:00,false,"Rusko Pyöräily","30,55","536","01:21:34","117","149","2,2","--","--","22,5","35,0","123","124","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","13,0","0:00","No","16:42.13","4","26,0","01:21:33","01:21:34","13","51"
Cycling,2019-09-27 17:01:47,false,"Turku Pyöräily","23,76","490","01:05:34","123","147","2,4","--","--","21,7","40,0","113","96","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","20:34.27","3","27,0","01:03:53","01:05:34","1","41"
Cycling,2019-09-27 06:59:02,false,"Rusko Pyöräily","23,68","540","01:06:58","126","146","2,5","--","--","21,2","30,6","89","122","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","9,0","0:00","No","21:41.98","3","28,0","01:05:41","01:06:58","-2","53"
Cycling,2019-09-20 16:02:06,false,"Turku Pyöräily","23,74","602","01:12:31","130","149","2,7","--","--","19,6","37,5","118","97","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","23:14.02","3","26,0","01:10:39","01:12:31","1","45"
Cycling,2019-09-20 07:07:31,false,"Rusko Pyöräily","23,70","596","01:05:52","130","182","3,3","--","--","21,6","31,3","99","122","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","8,0","0:00","No","21:14.87","3","27,0","01:04:26","01:05:52","6","54"
Cycling,2019-09-18 21:02:22,false,"Turku Pyöräily","23,81","589","01:07:12","133","171","2,8","--","--","21,3","34,2","105","100","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","21:19.90","3","24,0","01:06:35","01:07:12","-41","-8"
Cycling,2019-09-18 06:46:04,false,"Rusko Pyöräily","23,61","490","01:06:07","124","144","2,4","--","--","21,4","31,1","85","126","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","13,0","0:00","No","21:05.32","3","25,0","01:03:42","01:08:05","-26","37"
Indoor Cycling,2019-09-16 16:26:26,false,"Salibandy","0,00","382","01:05:09","109","145","1,6","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","28,0","0:00","No","00:00.00","1","30,0","00:00:00","01:05:09","-17","5"
Cycling,2019-09-10 17:34:04,false,"Turku Pyöräily","24,02","419","01:19:59","107","132","1,8","--","--","18,0","40,4","115","92","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","23,0","0:00","No","22:17.85","3","27,0","01:09:23","01:19:59","2","43"
Cycling,2019-09-10 07:02:12,false,"Rusko Pyöräily","23,70","486","01:03:43","122","152","2,4","--","--","22,3","32,0","89","122","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","20:16.60","3","28,0","01:01:29","01:03:43","-3","44"
Indoor Cycling,2019-09-09 16:25:56,false,"Salibandy","0,00","431","01:06:01","115","149","2,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","27,0","0:00","No","00:00.00","1","32,0","00:00:00","01:06:01","-25","-7"
Indoor Cycling,2019-09-02 16:25:08,false,"Sisäpyöräily","0,00","346","01:06:30","103","134","1,6","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","28,0","0:00","No","00:00.00","1","31,0","00:00:00","01:06:30","-6","13"
Cycling,2019-08-30 17:07:33,false,"Turku Pyöräily","23,78","467","01:06:09","120","146","2,4","--","--","21,6","43,7","108","94","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","23,0","0:00","No","20:09.30","3","26,0","01:03:06","01:06:09","0","37"
Cycling,2019-08-30 06:55:28,false,"Rusko Pyöräily","23,75","593","01:02:57","133","170","3,2","--","--","22,6","33,2","87","122","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","20:22.50","3","28,0","01:01:23","01:02:57","-3","49"
Cycling,2019-08-28 17:57:35,false,"Turku Pyöräily","23,77","538","01:02:19","127","159","3,1","--","--","22,9","43,1","115","98","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","25,0","0:00","No","19:19.22","3","29,0","01:01:10","01:02:19","1","43"
Cycling,2019-08-28 06:36:31,false,"Rusko Pyöräily","23,75","688","01:02:14","145","169","4,6","--","--","22,9","34,4","88","170","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","19:55.78","3","27,0","01:01:03","01:02:14","-42","12"
Indoor Cycling,2019-08-19 16:26:05,false,"Salibandy","0,00","532","01:07:20","124","159","2,5","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","29,0","0:00","No","00:00.00","1","32,0","00:00:00","01:07:20","-33","-14"
Cycling,2019-08-16 16:47:22,false,"Turku Pyöräily","23,87","613","01:10:53","131","177","3,4","--","--","20,2","39,8","108","87","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","20:50.69","3","25,0","01:06:30","01:10:53","-19","22"
Cycling,2019-08-16 07:21:24,false,"Rusko Pyöräily","20,19","406","00:53:34","122","149","2,3","--","--","22,6","35,0","119","110","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","12:34.57","3","18,0","00:52:26","00:53:34","-22","34"
Cycling,2019-08-13 17:36:07,false,"Turku Pyöräily","25,66","529","01:31:41","112","134","2,0","--","--","16,8","41,1","121","104","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","22,0","0:00","No","04:44.78","4","28,0","01:17:53","01:31:41","-7","31"
Cycling,2019-08-13 07:47:47,false,"Rusko Pyöräily","23,77","637","01:04:55","136","157","3,4","--","--","22,0","31,3","89","121","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","20:53.17","3","27,0","01:03:04","01:04:55","-10","43"
Indoor Cycling,2019-08-12 16:37:23,false,"Salibandy","0,00","395","00:57:03","116","148","2,1","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","27,0","0:00","No","00:00.00","1","31,0","00:00:00","00:57:03","-16","-3"
Cycling,2019-07-23 15:17:26,false,"Masku Pyöräily","42,83","855","02:33:57","110","148","2,1","--","--","16,7","38,1","241","223","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","22,0","0:00","No","08:18.94","6","33,0","02:10:51","02:55:14","-4","71"
Cycling,2019-07-23 11:21:19,false,"Rusko Pyöräily","33,62","549","01:48:34","105","146","1,5","--","--","18,6","33,6","146","188","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","25,0","0:00","No","05:06.40","5","36,0","01:39:40","01:48:34","-2","51"
Cycling,2019-06-14 17:40:50,false,"Turku Pyöräily","18,38","307","00:58:58","102","136","1,6","--","--","18,7","37,5","125","74","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","17,0","0:00","No","08:37.19","3","25,0","00:57:21","00:58:58","-44","-7"
Cycling,2019-06-12 17:13:22,false,"Turku Pyöräily","5,72","172","00:21:49","117","136","1,9","--","--","15,7","27,6","27","32","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","24,0","0:00","No","00:00.00","1","25,0","00:19:17","00:21:49","-29","-14"
Cycling,2019-06-12 06:30:51,false,"Rusko Pyöräily","23,73","882","01:03:27","164","184","5,0","--","--","22,4","33,5","99","123","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","13,0","0:00","No","20:17.13","3","26,0","01:02:05","01:03:27","-43","1"
Cycling,2019-06-06 18:13:37,false,"Turku Pyöräily","23,76","368","01:08:30","105","128","1,5","--","--","20,8","37,2","108","86","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","27,0","0:00","No","20:12.06","3","33,0","01:08:08","01:08:30","-26","20"
Cycling,2019-06-06 07:47:56,false,"Rusko Pyöräily","24,06","395","01:07:54","106","139","1,7","--","--","21,3","31,9","89","136","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","24,0","0:00","No","21:29.12","3","29,0","01:05:32","01:17:11","-28","17"
Cycling,2019-05-31 16:06:12,false,"Turku Cycling","23,78","497","01:10:09","120","142","2,5","--","--","20,3","41,5","129","113","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","18,0","0:00","No","21:40.28","3","27,0","01:07:16","01:10:09","-14","29"
Cycling,2019-05-31 06:24:49,false,"Rusko Cycling","23,67","601","01:02:05","132","161","3,6","--","--","22,9","34,3","139","122","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","16,0","0:00","No","20:04.43","3","28,0","01:00:34","01:02:05","-10","49"
Cycling,2019-05-23 17:06:21,false,"Turku Cycling","23,59","486","01:01:36","120","143","2,4","--","--","23,0","35,7","134","115","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","17,0","0:00","No","18:52.34","3","27,0","01:00:32","01:01:36","3","42"
Cycling,2019-05-23 07:03:51,false,"Rusko Cycling","23,71","458","01:02:16","117","139","2,3","--","--","22,9","34,6","88","118","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","18,0","0:00","No","20:15.53","3","27,0","01:00:44","01:02:16","1","51"
Cycling,2019-05-17 17:00:38,false,"Turku Cycling","23,79","538","01:09:20","122","140","2,4","--","--","20,6","41,7","119","99","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","25,0","0:00","No","20:50.70","3","29,0","01:05:24","01:13:44","6","49"
Cycling,2019-05-17 06:13:18,false,"Rusko Cycling","23,76","595","01:04:33","130","154","3,1","--","--","22,1","33,8","85","114","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","13,0","0:00","No","20:20.87","3","27,0","01:02:19","01:04:33","1","50"
Cycling,2019-05-14 17:03:44,false,"Turku Cycling","22,80","529","01:10:53","120","146","2,4","--","--","19,3","30,1","128","109","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","15,0","0:00","No","19:48.81","3","26,0","01:06:06","01:10:53","-16","33"
Cycling,2019-05-14 06:39:04,false,"Rusko Cycling","23,96","501","01:05:47","121","153","2,3","--","--","21,9","30,9","82","119","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","14,0","0:00","No","20:46.74","3","25,0","01:02:55","01:05:47","-15","42"
Cycling,2019-05-08 18:40:34,false,"Rusko Cycling","22,14","644","00:57:29","140","158","3,8","--","--","23,1","39,2","104","115","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","12,0","0:00","No","15:48.48","3","28,0","00:57:17","00:57:29","24","51"
Cycling,2019-04-30 15:08:57,false,"Turku Cycling","23,76","567","01:02:02","128","154","3,0","--","--","23,0","37,1","121","93","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","18,0","0:00","No","18:30.77","3","26,0","00:59:43","01:03:56","4","52"
Cycling,2019-04-30 07:04:00,false,"Rusko Cycling","23,82","505","01:03:51","121","150","2,3","--","--","22,4","34,8","85","114","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","17,0","0:00","No","20:24.93","3","28,0","01:01:28","01:03:51","1","54"
Cycling,2019-04-28 18:32:30,false,"Rusko Cycling","15,73","312","00:41:48","115","131","2,0","--","--","22,6","30,8","55","54","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","18,0","0:00","No","19:46.25","2","28,0","00:41:43","00:41:48","39","51"
Cycling,2019-04-25 17:47:07,false,"Turku Cycling","23,82","361","01:11:33","101","138","1,5","--","--","20,0","40,0","112","180","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","21,0","0:00","No","22:18.05","3","29,0","01:07:58","01:11:33","17","56"
Cycling,2019-04-25 08:08:50,false,"Rusko Cycling","20,77","584","00:58:56","133","154","3,0","--","--","21,2","35,1","93","113","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","16,0","0:00","No","17:23.99","3","22,0","00:57:39","00:58:56","13","65"
Cycling,2019-04-22 13:05:59,false,"Rusko Cycling","37,66","688","01:52:25","114","148","2,6","--","--","20,1","43,0","185","190","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","17,0","0:00","No","14:14.17","5","27,0","01:45:58","02:18:15","8","56"
Cycling,2019-04-19 17:59:57,false,"Rusko Cycling","20,10","514","01:00:14","125","154","2,3","--","--","20,0","32,4","107","115","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","17,0","0:00","No","09:28.78","3","27,0","00:52:45","01:00:14","25","50"
Cycling,2019-03-28 16:13:45,false,"Turku Pyöräily","6,65","152","00:30:13","98","123","1,2","--","--","13,2","29,1","33","30","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","18,0","0:00","No","00:00.00","1","28,0","00:23:22","00:30:13","-25","-0"
Indoor Cycling,2019-03-27 20:14:05,false,"Salibandy","0,00","493","01:02:12","124","163","2,3","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","24,0","0:00","No","00:00.00","1","30,0","00:00:00","01:02:12","-15","-10"
Cycling,2018-06-14 16:44:23,false,"Turku Pyöräily","23,36","593","01:03:46","121","157","3,4","--","--","22,0","41,9","112","90","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","25,0","0:00","No","00:00.00","3","28,0","01:00:57","01:03:46","36","84"
Cycling,2018-06-14 07:24:11,false,"Rusko Pyöräily","22,90","665","01:09:41","126","149","3,2","--","--","19,7","32,3","84","112","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","00:00.00","3","27,0","01:06:57","01:09:41","32","80"
Cycling,2018-06-08 16:16:04,false,"Turku Pyöräily","23,92","694","01:20:59","123","149","3,3","--","--","17,7","39,1","797","778","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","--","0:00","20,0","0:00","No","00:00.00","3","25,0","01:16:15","01:20:59","-91","73"
Cycling,2018-06-08 07:26:13,false,"Rusko Pyöräily","23,58","639","01:06:28","125","156","3,6","--","--","21,3","36,2","85","111","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","17,0","0:00","No","00:00.00","3","27,0","01:03:51","01:06:28","30","76"
Cycling,2018-06-06 16:46:35,false,"Turku Pyöräily","23,46","722","01:22:14","125","157","3,3","--","--","17,1","38,1","115","103","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","16,0","0:00","No","00:00.00","3","26,0","01:18:50","01:22:14","24","66"
Cycling,2018-06-06 06:42:07,false,"Rusko Pyöräily","23,64","642","01:07:16","128","158","3,5","--","--","21,1","35,9","88","120","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","15,0","0:00","No","00:00.00","3","27,0","01:04:57","01:07:16","23","75"
Cycling,2018-05-24 16:56:07,false,"Pyöräily","0,00","14","00:02:25,8","92","120","1,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","26,0","0:00","No","00:00.00","1","27,0","00:00:00","00:02:25,8","-107","-103"
Cycling,2018-05-23 17:26:44,false,"Pyöräily","0,00","12","00:01:53,2","100","112","1,1","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","27,0","0:00","No","00:00.00","1","28,0","00:00:00","00:01:53,2","-114","-113"
Cycling,2018-05-22 17:20:19,false,"Pyöräily","0,00","53","00:06:34,3","107","122","1,4","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","25,0","0:00","No","00:00.00","1","27,0","00:00:00","00:06:34,3","-98","-85"
Cycling,2018-05-21 16:47:58,false,"Pyöräily","0,00","209","00:41:10","93","126","1,2","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","31,0","0:00","No","00:00.00","1","32,0","00:00:00","00:41:10","54","59"
Cycling,2018-05-16 17:38:13,false,"Pyöräily","0,00","554","01:26:41","109","141","2,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","26,0","0:00","No","00:00.00","1","30,0","00:00:00","01:26:41","32","74"
Cycling,2018-05-16 07:12:03,false,"Pyöräily","0,00","573","01:08:29","120","158","2,4","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","23,0","0:00","No","00:00.00","1","26,0","00:00:00","01:08:29","32","81"
Cycling,2018-05-15 16:38:35,false,"Pyöräily","0,00","597","01:13:04","121","155","3,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","29,0","0:00","No","00:00.00","1","34,0","00:00:00","01:13:04","36","76"
Cycling,2018-05-15 07:09:18,false,"Pyöräily","0,00","595","01:03:16","124","153","3,0","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","21,0","0:00","No","00:00.00","1","28,0","00:00:00","01:03:16","32","79"
Cycling,2018-05-11 15:40:49,false,"Pyöräily","0,00","477","01:09:44","109","142","2,3","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","25,0","0:00","No","00:00.00","1","30,0","00:00:00","01:09:44","-22","59"
Cycling,2018-05-11 07:32:00,false,"Pyöräily","0,00","674","01:09:48","127","154","3,3","--","--","--","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","18,0","0:00","No","00:00.00","1","27,0","00:00:00","01:09:48","22","78"
Cycling,2018-05-08 18:22:31,false,"Pyöräily","23,50","605","01:05:40","124","164","3,0","--","--","21,5","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","23,0","0:00","No","00:00.00","1","27,0","00:00:00","01:05:40","31","87"
Cycling,2018-05-08 07:08:03,false,"Pyöräily","23,50","663","01:06:04","128","153","3,6","--","--","21,3","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","00:00.00","1","28,0","00:00:00","01:06:04","26","76"
Cycling,2018-05-06 18:02:14,false,"Pyöräily papumäki lenkki","20,00","546","01:03:03","121","154","3,0","7","119","19,0","5,9","85","195","14,06","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","00:00.00","2","29,0","01:01:06","01:03:03","62","86"
Cycling,2018-05-05 17:51:57,false,"Pyöräily","16,00","296","00:51:48","99","132","1,7","--","--","18,5","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","00:00.00","1","28,0","00:00:00","00:51:48","50","79"
Cycling,2018-05-05 15:09:11,false,"Pyöräily","16,00","383","01:25:33","92","127","1,3","--","--","11,2","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","19,0","0:00","No","00:00.00","1","31,0","00:00:00","01:25:35","48","83"
Cycling,2018-05-03 15:18:58,false,"Pyörä töistä","23,00","459","01:06:44","111","151","2,1","6","115","20,7","5,7","335","300","19,18","0,0","0,0","0","6","115","0,0","0","0","0,0","0,0","--","0","0","0","0:00","20,0","0:00","No","00:00.00","7","24,0","01:06:26","01:06:45","-10","99"
Cycling,2018-05-03 15:00:20,false,"Pyöräily","1,00","169","00:18:13","118","135","2,2","--","--","3,3","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","24,0","0:00","No","00:00.00","1","28,0","00:00:00","00:18:13","50","64"
Cycling,2018-05-03 07:03:37,false,"Pyöräily","23,50","624","01:10:45","120","150","3,5","--","--","19,9","--","--","--","0,00","0,0","0,0","0","--","--","0,0","0","0","0,0","0,0","--","0","0","0","0:00","11,0","0:00","No","00:00.00","1","26,0","00:00:00","01:10:45","48","103"
